date,vendor_id,city,market,product_category,day_of_week,month,month_num,is_weekend,is_holiday,rain_season,is_big_market_day,is_payday_period,n_transactions,avg_transaction_value_xaf,daily_revenue_xaf
2026-03-14,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Saturday,March,3,1,0,0,0,0,14,1623.0,22723.0
2026-03-15,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Sunday,March,3,1,0,0,0,0,5,2685.0,13423.0
2026-03-16,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Monday,March,3,0,0,0,0,0,8,1213.0,9701.0
2026-03-17,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Tuesday,March,3,0,0,0,0,0,5,2770.0,13848.0
2026-03-18,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Wednesday,March,3,0,0,0,0,0,9,1396.0,12563.0
2026-03-19,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Thursday,March,3,0,0,0,0,0,6,2284.0,13703.0
2026-03-20,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Friday,March,3,0,0,0,0,0,6,2550.0,15298.0
2026-03-21,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Saturday,March,3,1,0,0,1,0,20,1578.0,31553.0
2026-03-22,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Sunday,March,3,1,0,0,0,0,10,1408.0,14076.0
2026-03-23,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Monday,March,3,0,0,0,0,0,7,1634.0,11437.0
2026-03-24,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Tuesday,March,3,0,0,0,0,0,9,1880.0,16919.0
2026-03-25,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Wednesday,March,3,0,0,0,0,0,8,1603.0,12826.0
2026-03-26,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Thursday,March,3,0,0,0,0,0,8,1475.0,11798.0
2026-03-27,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Friday,March,3,0,0,0,0,0,8,2258.0,18066.0
2026-03-28,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Saturday,March,3,1,0,0,0,0,8,2423.0,19383.0
2026-03-29,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Sunday,March,3,1,0,0,0,1,9,1950.0,17550.0
2026-03-30,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Monday,March,3,0,0,0,0,1,6,1977.0,11862.0
2026-03-31,V008,Buea,Mile 17 Motor Park Market,Fresh Vegetables,Tuesday,March,3,0,0,0,0,1,8,2055.0,16436.0
2025-09-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,10,1339.0,13387.0
2025-09-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,15,1329.0,19941.0
2025-09-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,3,3768.0,11304.0
2025-09-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,9,1972.0,17749.0
2025-09-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,13,1849.0,24032.0
2025-09-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,September,9,1,0,1,1,0,10,2472.0,24720.0
2025-09-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,10,1796.0,17963.0
2025-09-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,8,1894.0,15152.0
2025-09-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,5,2034.0,10169.0
2025-09-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,12,1713.0,20552.0
2025-09-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,4,3587.0,14350.0
2025-09-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,12,2092.0,25109.0
2025-09-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,19,1681.0,31944.0
2025-09-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,12,1518.0,18210.0
2025-09-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,7,2438.0,17068.0
2025-09-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,9,1468.0,13211.0
2025-09-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,8,2174.0,17392.0
2025-09-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,6,2455.0,14730.0
2025-09-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,8,1933.0,15465.0
2025-09-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,September,9,1,0,1,1,0,8,3127.0,25017.0
2025-09-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,15,1800.0,27000.0
2025-09-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,5,2098.0,10489.0
2025-09-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,9,1755.0,15794.0
2025-09-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,8,2131.0,17045.0
2025-09-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,12,1620.0,19443.0
2025-09-26,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,9,1610.0,14491.0
2025-09-27,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,11,2122.0,23343.0
2025-09-28,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,1,12,1378.0,16534.0
2025-09-29,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,September,9,0,0,1,0,1,10,1534.0,15336.0
2025-09-30,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,1,9,1963.0,17669.0
2025-10-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,5,2976.0,14882.0
2025-10-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,12,1286.0,15433.0
2025-10-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,8,2281.0,18245.0
2025-10-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,12,2409.0,28913.0
2025-10-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,13,1304.0,16948.0
2025-10-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,8,1906.0,15250.0
2025-10-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,8,1692.0,13533.0
2025-10-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,14,1539.0,21542.0
2025-10-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,6,2571.0,15429.0
2025-10-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,11,1867.0,20537.0
2025-10-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,13,2118.0,27534.0
2025-10-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,15,1232.0,18485.0
2025-10-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,4,3751.0,15004.0
2025-10-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,7,1728.0,12096.0
2025-10-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,9,2163.0,19471.0
2025-10-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,6,2992.0,17949.0
2025-10-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,6,2048.0,12291.0
2025-10-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,15,1945.0,29176.0
2025-10-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,13,1759.0,22870.0
2025-10-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,13,1699.0,22086.0
2025-10-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,3,2722.0,8166.0
2025-10-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,5,2422.0,12110.0
2025-10-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,8,1735.0,13879.0
2025-10-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,11,2003.0,22032.0
2025-10-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,10,1993.0,19929.0
2025-10-26,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,18,1455.0,26182.0
2025-10-27,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,5,2237.0,11186.0
2025-10-28,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,7,1974.0,13817.0
2025-10-29,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,1,14,1714.0,24000.0
2025-10-30,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,1,12,1226.0,14709.0
2025-10-31,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,October,10,0,0,1,0,1,13,1549.0,20135.0
2025-11-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,17,1894.0,32193.0
2025-11-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,9,2140.0,19256.0
2025-11-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,9,1656.0,14902.0
2025-11-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,6,1881.0,11288.0
2025-11-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,9,2057.0,18511.0
2025-11-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,16,1175.0,18800.0
2025-11-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,11,1807.0,19878.0
2025-11-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,12,1814.0,21766.0
2025-11-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,12,1750.0,21004.0
2025-11-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,7,1708.0,11954.0
2025-11-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,11,1786.0,19645.0
2025-11-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,9,2068.0,18610.0
2025-11-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,11,1724.0,18967.0
2025-11-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,10,1707.0,17068.0
2025-11-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,12,2045.0,24537.0
2025-11-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,11,1819.0,20004.0
2025-11-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,8,1449.0,11595.0
2025-11-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,7,2391.0,16736.0
2025-11-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,6,1978.0,11867.0
2025-11-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,8,1912.0,15294.0
2025-11-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,6,3162.0,18973.0
2025-11-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,12,1932.0,23180.0
2025-11-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,10,2167.0,21670.0
2025-11-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,6,3238.0,19429.0
2025-11-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,10,1912.0,19118.0
2025-11-26,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,10,1827.0,18270.0
2025-11-27,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,10,2034.0,20345.0
2025-11-28,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,November,11,0,0,0,0,1,13,1470.0,19113.0
2025-11-29,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,1,16,1751.0,28009.0
2025-11-30,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,1,13,2136.0,27768.0
2025-12-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,7,2284.0,15987.0
2025-12-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,8,1843.0,14744.0
2025-12-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,5,2389.0,11947.0
2025-12-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,13,1626.0,21134.0
2025-12-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,11,1821.0,20028.0
2025-12-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,18,1546.0,27819.0
2025-12-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,10,1865.0,18649.0
2025-12-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,8,2207.0,17653.0
2025-12-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,8,2499.0,19989.0
2025-12-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,10,2099.0,20987.0
2025-12-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,5,3173.0,15864.0
2025-12-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,8,2333.0,18663.0
2025-12-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,12,1857.0,22282.0
2025-12-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,13,1767.0,22972.0
2025-12-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,6,2530.0,15180.0
2025-12-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,10,1289.0,12885.0
2025-12-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,10,1371.0,13711.0
2025-12-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,8,1983.0,15863.0
2025-12-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,16,1535.0,24558.0
2025-12-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,15,1917.0,28753.0
2025-12-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,11,1740.0,19140.0
2025-12-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,9,1874.0,16862.0
2025-12-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,12,1407.0,16878.0
2025-12-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,9,1863.0,16763.0
2025-12-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,December,12,0,1,0,0,0,3,5253.0,15760.0
2025-12-26,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,11,1975.0,21721.0
2025-12-27,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,13,1743.0,22658.0
2025-12-28,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,12,1594.0,19125.0
2025-12-29,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,December,12,0,0,0,0,1,7,2396.0,16775.0
2025-12-30,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,1,11,1886.0,20751.0
2025-12-31,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,1,10,1979.0,19788.0
2026-01-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,January,1,0,1,0,0,0,10,1843.0,18428.0
2026-01-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,12,1692.0,20301.0
2026-01-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,11,2541.0,27948.0
2026-01-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,11,1626.0,17885.0
2026-01-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,7,1945.0,13614.0
2026-01-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,8,2254.0,18032.0
2026-01-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,6,1976.0,11856.0
2026-01-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,6,2531.0,15189.0
2026-01-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,11,1784.0,19625.0
2026-01-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,14,1773.0,24816.0
2026-01-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,14,1914.0,26797.0
2026-01-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,7,2157.0,15100.0
2026-01-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,6,2161.0,12965.0
2026-01-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,8,1795.0,14359.0
2026-01-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,12,2108.0,25293.0
2026-01-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,10,1879.0,18791.0
2026-01-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,18,1750.0,31498.0
2026-01-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,8,3045.0,24361.0
2026-01-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,4,2337.0,9346.0
2026-01-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,7,2628.0,18396.0
2026-01-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,6,1518.0,9108.0
2026-01-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,7,2474.0,17315.0
2026-01-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,7,2423.0,16962.0
2026-01-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,12,2113.0,25357.0
2026-01-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,6,3522.0,21132.0
2026-01-26,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,4,3077.0,12310.0
2026-01-27,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,6,2403.0,14418.0
2026-01-28,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,6,3011.0,18068.0
2026-01-29,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,1,11,1747.0,19214.0
2026-01-30,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,January,1,0,0,0,0,1,17,1914.0,32536.0
2026-01-31,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,1,13,2331.0,30306.0
2026-02-01,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,8,1571.0,12570.0
2026-02-02,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,10,1435.0,14348.0
2026-02-03,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,7,1685.0,11792.0
2026-02-04,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,13,1685.0,21910.0
2026-02-05,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,9,1935.0,17418.0
2026-02-06,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,11,1388.0,15266.0
2026-02-07,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,15,1752.0,26278.0
2026-02-08,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,5,2919.0,14593.0
2026-02-09,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,9,2066.0,18596.0
2026-02-10,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,10,1961.0,19613.0
2026-02-11,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,February,2,0,1,0,0,0,9,1560.0,14043.0
2026-02-12,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,9,1656.0,14903.0
2026-02-13,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,8,2543.0,20347.0
2026-02-14,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,February,2,1,0,0,0,0,18,1422.0,25604.0
2026-02-15,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,11,1921.0,21128.0
2026-02-16,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,10,1743.0,17430.0
2026-02-17,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,6,2613.0,15679.0
2026-02-18,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,11,1484.0,16324.0
2026-02-19,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,10,1426.0,14257.0
2026-02-20,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,9,2214.0,19923.0
2026-02-21,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,18,1950.0,35102.0
2026-02-22,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,11,2015.0,22166.0
2026-02-23,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,8,1776.0,14209.0
2026-02-24,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,4,3978.0,15911.0
2026-02-25,V009,Buea,Mile 17 Motor Park Market,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,8,1599.0,12791.0
